score_mode,regression,term,coef,se,p,ci_low,ci_high,n
mean_logprob,prompt_interactions,C(prompt_style)[T.glossary],-0.029352364020352198,0.08581537725761762,0.7323201552707022,-0.19754741276500037,0.13884268472429595,7744
mean_logprob,prompt_interactions,C(prompt_style)[T.technical_document],0.007140888008467364,0.08210068026787119,0.9306896282005753,-0.15377348842279848,0.16805526443973318,7744
mean_logprob,prompt_interactions,C(family)[T.Mistral],-0.06569034832393528,0.10791487694818741,0.5427075635328459,-0.27719962053845426,0.14581892389058373,7744
mean_logprob,prompt_interactions,C(family)[T.OLMo],-0.464483792852644,0.14889542804546066,0.0018113965632655942,-0.756313469284422,-0.17265411642086603,7744
mean_logprob,prompt_interactions,C(family)[T.Qwen],0.014540880605241197,0.10470794236869994,0.8895522087302205,-0.1906829153327063,0.21976467654318868,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.arbitrary_semantic_remapping]:C(prompt_style)[T.game_rule],2.5664179164526404,0.3168326911473672,5.48550283233505e-16,1.9454372526788983,3.1873985802263824,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.domain_definition_remapping]:C(prompt_style)[T.game_rule],1.9508548185487364,0.38664973474775116,4.522537924899363e-07,1.1930352638111792,2.7086743732862937,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.polysemy_entity_remapping]:C(prompt_style)[T.game_rule],2.117397424756085,0.35706182936288444,3.028273467365667e-09,1.4175690989508452,2.8172257505613247,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.arbitrary_semantic_remapping]:C(prompt_style)[T.glossary],0.2764447157870243,0.13866981918833177,0.0462016503628586,0.0046568644352127375,0.5482325671388358,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.domain_definition_remapping]:C(prompt_style)[T.glossary],0.3876917107845722,0.18716729335988186,0.03832473395676271,0.020850556715360957,0.7545328648537835,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.polysemy_entity_remapping]:C(prompt_style)[T.glossary],0.32379595607588507,0.1956108516450577,0.09786229770061458,-0.05959426813363561,0.7071861802854058,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.arbitrary_semantic_remapping]:C(prompt_style)[T.technical_document],-0.23702942206883704,0.15656761324847612,0.13004842983580717,-0.5438963051812464,0.06983746104357236,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.domain_definition_remapping]:C(prompt_style)[T.technical_document],-0.6056182611252123,0.1380825594156441,1.154996339832467e-05,-0.8762551044729869,-0.3349814177774378,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.polysemy_entity_remapping]:C(prompt_style)[T.technical_document],-0.2585272302493892,0.17690754491115285,0.14391415952360256,-0.6052596468686509,0.08820518636987251,7744
mean_logprob,prompt_interactions,lexical_advantage,0.11237575051897786,0.018351866938134433,9.160159337799707e-10,0.076406752271163,0.1483447487667927,7744
mean_logprob,prompt_interactions,answer_prior,0.14279586557195686,0.021381762517158197,2.4157246216006356e-11,0.1008883811123383,0.18470335003157543,7744
mean_logprob,prompt_interactions,target_minus_distractor_tokens,0.22396256503853262,0.18486477102099128,0.22570612424755976,-0.13836572817285414,0.5862908582499193,7744
mean_logprob,prompt_interactions,target_minus_distractor_zipf,0.6237791830982927,0.10751968006627392,6.571059146153659e-09,0.4130444825391266,0.8345138836574588,7744
mean_logprob,prompt_interactions,is_instruct,-0.7362853917384748,0.12974622082536857,1.3884116914078789e-08,-0.990583311686378,-0.4819874717905717,7744
mean_logprob,prompt_interactions,log_params_b,-0.2925608802500187,0.06065143963447627,1.4095976158502357e-06,-0.41143551754409735,-0.17368624295594004,7744
